,count_of_sizes,colors,color,product_code,reviews,star_rating,Size,comfort,quality
10,"['29552029:7', '29552028:7.5', '29552016:8', '29552023:8.5', '29552018:9', '29552022:9.5', '29551912:10', '29552024:10.5', '29552027:11', '29552020:11.5', '29552025:12', '29552013:13', '29552026:14', '29552021:15', '29552014:16']",[],['Shown: Gym Red/Court Purple/Deep Maroon/White'],['Style: FN0112-600'],['Reviews (3)'],['3'],['50% between Runs Small and True to Size'],['34% between Uncomfortable and Average'],['Yes (1)No (2)']
11,"['28612281:6', '28612278:7', '28612272:8', '28612284:10', '28612276:16', '28612277:17', '28612274:18']",[],['Shown: Black/Black/Phantom'],['Style: DJ3130-002'],['Reviews (158)'],['4.7'],['43% between Runs Small and True to Size'],['99% between Uncomfortable and Average'],['Yes (12)']
12,"['30360385:4', '30360398:4.5']",[],['Shown: Ivory'],['Style: A04955C-101'],['Reviews (0)'],['0'],[],[],[]
13,['28995470:8'],"['White/Pure Platinum/Wolf Grey/Black', 'Anthracite/White/Cool Grey/Black']",['Shown: Anthracite/White/Cool Grey/Black'],['Style: DM8449-001'],['Reviews (3)'],['4.3'],['0% between Runs Small and True to Size'],['67% between Uncomfortable and Average'],['Yes (1)']
14,[],"['Black/Black', 'Cargo Khaki/Cargo Khaki']",['Shown: Cargo Khaki/Cargo Khaki'],['Style: DD5016-300'],['Reviews (38)'],['4.5'],['53% between Runs Small and True to Size'],['74% between Uncomfortable and Average'],['Yes (6)']
15,"['29478690:5', '29478698:5.5', '29478696:6', '29478686:7', '29478692:7.5', '29478685:8', '29478688:8.5', '29478693:9', '29478691:10', '29478689:10.5', '29478687:11', '29478683:11.5', '29478684:12', '29478701:13']","['Hyper Turquoise/Fuchsia Dream/White/Black', 'Black/Hyper Royal/Chrome']",['Shown: Black/Hyper Royal/Chrome'],['Style: DD9476-040'],['Reviews (4)'],['4.8'],[],[],[]
16,"['28924241:3.5', '28924236:4', '28924238:4.5', '28924240:5', '28924242:5.5', '28788155:18']","['Cool Grey/Sail/University Red/Black', 'Sail/White/Gum Light Brown/Black', 'Phantom/Mantra Orange/White/Black']",['Shown: Sail/White/Gum Light Brown/Black'],['Style: DA8026-100'],['Reviews (66)'],['4.6'],['48% between Runs Small and True to Size'],['82% between Uncomfortable and Average'],['Yes (1)']
17,['28639549:18'],['White/Light Menta/White'],['Shown: White/Light Menta/White'],['Style: DH7561-107'],['Reviews (99)'],['4.8'],['60% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],[]
18,"['28645547:6', '28645536:6.5', '28645541:7', '28645534:7.5']",[],['Shown: Light Bone/Khaki/Velvet Brown/Summit White'],['Style: DX3576-001'],['Reviews (8)'],['4.8'],[],[],[]
19,"['29532864:8.5', '29532865:9', '29532870:9.5', '29532859:10']",[],['Shown: Pewter Grey/University Red/White/Black'],['Style: DZ7741-001'],['Reviews (3)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (3)']
20,"['29202023:7.5', '29202039:8', '29202025:8.5', '29202040:9']",[],['Shown: Blue Chill/White/Blue Chill'],['Style: FD0734-442'],['Reviews (4)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],[]
21,"['29498627:6', '29498625:6.5', '29498628:7', '29498620:7.5', '29498631:8', '29498622:8.5', '29498632:9', '29498629:9.5', '29498618:10', '29498633:10.5', '29498624:11', '29498634:11.5', '29498626:12', '29498619:12.5', '29498621:13', '29498623:14', '29498630:15']","['Saturn Gold/Light Bone/Phantom/Iron Grey', 'White/Black/White', 'Monarch/Light Bone/Sail/Black', 'Cacao Wow/Bronzine/Black', 'Light Orewood Brown/Geode Teal/Khaki/Black', 'White/Summit White/Photon Dust/White']",['Shown: White/Black/White'],['Style: FJ9532-101'],['Reviews (10)'],['4.7'],['45% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (7)']
22,"['29862806:4', '29862813:4.5', '29862799:5', '29862811:5.5', '29862798:6', '29862804:6.5', '29862801:7', '29862802:7.5', '29862800:8', '29862809:8.5', '29862797:9', '29862807:9.5', '29862814:10', '29862815:10.5', '29862812:11', '29862817:11.5', '29862805:12', '29862816:12.5', '29862803:13', '29862810:14', '29862808:15']","['Hyper Pink/Laser Orange/Black', 'Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Safety Orange/Lime Blast/White', 'Gym Red/Black/Night Maroon/White']",['Shown: Racer Blue/Safety Orange/Lime Blast/White'],['Style: CV0400-400'],['Reviews (32)'],['4.9'],['42% between Runs Small and True to Size'],['92% between Uncomfortable and Average'],['Yes (1)']
23,"['28228158:12', '28228160:13']",[],['Shown: Volt/Mint Foam/Vachetta Tan/Cave Purple'],['Style: DR9926-700'],['Reviews (1)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],[]
24,"['29148806:7', '29148915:7.5', '29148805:8', '29148811:8.5', '29148800:9.5']",[],['Shown: Black/Gorge Green/White/Team Orange'],['Style: DX8554-001'],['Reviews (9)'],['5'],['39% between Runs Small and True to Size'],['84% between Uncomfortable and Average'],['Yes (4)']
25,"['28684168:3.5', '28684166:4', '28645130:7']",[],['Shown: Anthracite/Black/Kumquat/Honeydew'],['Style: DZ0482-001'],['Reviews (7)'],['4.6'],['43% between Runs Small and True to Size'],['79% between Uncomfortable and Average'],[]
26,"['28975198:3.5', '28975189:4', '28975185:4.5', '28975195:8']",[],['Shown: Pearl Pink/Baroque Brown/Picante Red/Baroque Brown'],['Style: FD0789-600'],['Reviews (8)'],['4.6'],['36% between Runs Small and True to Size'],['86% between Uncomfortable and Average'],['Yes (5)']
27,[],[],[],[],[],[],[],[],[]
28,"['29848983:4', '29848981:4.5', '29848982:5', '29848984:5.5', '29848968:6', '29848970:6.5', '29848966:7', '29848974:7.5', '29848978:8', '29848975:8.5', '29848979:9', '29848967:9.5', '29848980:10', '29848977:10.5', '29848971:11', '29848964:11.5', '29848969:12', '29848965:12.5', '29848972:13', '29848973:14', '29848976:15']","['White/Laser Orange/Hyper Pink/Black', 'Anthracite/Black/Fierce Pink', 'Racer Blue/Safety Orange/White', 'Mint Foam/Volt/Cave Purple']",['Shown: Racer Blue/Safety Orange/White'],['Style: CT0079-400'],['Reviews (19)'],['4.5'],['42% between Runs Small and True to Size'],['59% between Uncomfortable and Average'],[]
29,"['29171937:8', '29171927:8.5', '29171940:9', '29171934:9.5', '29171932:10', '29171943:10.5', '29171928:11', '29171933:11.5', '29171930:12', '29171939:13', '29171929:16', '29171936:18']",[],['Shown: White/Black/Lucky Green'],['Style: 322992-131'],['Reviews (1405)'],['4.8'],['36% between Runs Small and True to Size'],['79% between Uncomfortable and Average'],['Yes (4)']
30,"['28803852:6', '28804061:6.5', '28803853:7', '28803856:7.5', '28804063:8', '28803858:8.5', '28804064:9', '28803854:9.5', '28803848:10', '28803850:10.5', '28804060:11', '28803851:11.5', '28804062:12', '28803857:13', '28803859:14']",[],['Shown: Summit White/Phantom/Mica Green/White'],['Style: DV0797-100'],['Reviews (16)'],['4.6'],['0% between Runs Small and True to Size'],['75% between Uncomfortable and Average'],['Yes (1)']
31,[],[],[],[],[],[],[],[],[]
32,"['20995075:6', '20995076:6.5', '20995077:7', '20995078:7.5', '20995079:8', '20995080:8.5', '20995081:9', '20995082:9.5', '20995085:10', '20995069:10.5', '20995070:11', '20995083:11.5', '20995084:12', '20995071:12.5', '20995072:13', '20995073:14', '20995074:15']","['White/Black', 'Black/White', 'Cargo Khaki/Sequoia/Black', 'Wolf Grey/White/Volt/White', 'Black/Anthracite']",['Shown: Wolf Grey/White/Volt/White'],['Style: 942836-003'],['Reviews (415)'],['4.6'],['44% between Runs Small and True to Size'],['91% between Uncomfortable and Average'],['Yes (21)No (5)']
33,['29086721:4.5'],[],['Shown: Barely Volt/Summit White/Volt'],['Style: DA1174-705'],['Reviews (41)'],['4.4'],['32% between Runs Small and True to Size'],['75% between Uncomfortable and Average'],['Yes (1)No (1)']
34,"['29900056:6', '29900055:6.5', '29900060:7', '29900062:7.5', '29900051:8', '29900064:8.5', '29900065:9', '29900052:9.5', '29900053:10', '29900063:10.5', '29900054:11', '29900058:11.5', '29900066:12', '29900061:12.5', '29900057:13', '29900059:14', '29900050:15']",[],['Shown: White/White/Black/Black'],['Style: FQ8784-100'],['Reviews (0)'],['0'],[],[],[]
35,"['29201913:8', '29201917:9', '29201902:9.5', '29201899:10', '29201912:10.5', '29201897:11', '29201909:12']",[],['Shown: Summit White/Summit White/Summit White/Light Bone'],['Style: DZ2672-101'],['Reviews (8)'],['4.4'],['44% between Runs Small and True to Size'],['75% between Uncomfortable and Average'],['Yes (7)No (1)']
36,"['29168836:6', '29168837:7', '29168825:7.5', '29168834:8']",['Phantom/Light Bone/Black/Phantom'],['Shown: Phantom/Light Bone/Black/Phantom'],['Style: DV7231-001'],['Reviews (2)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (1)']
37,"['27804518:6', '27804528:6.5']","['White/White/White/White', 'Black/Black/Black/Black', 'Summit White/Pure Platinum/Wolf Grey/Red Clay', 'Phantom/Olive Aura/Canyon Purple/Vivid Green']",['Shown: Phantom/Olive Aura/Canyon Purple/Vivid Green'],['Style: DM0033-001'],['Reviews (30)'],['3.8'],['50% between Runs Small and True to Size'],['60% between Uncomfortable and Average'],[]
38,"['LTITEM8150:M 3.5 / W 5', 'LTITEM8151:M 4 / W 5.5', 'LTITEM8152:M 4.5 / W 6', 'LTITEM8125:M 5 / W 6.5', 'LTITEM8126:M 5.5 / W 7', 'LTITEM8127:M 6 / W 7.5', 'LTITEM8128:M 6.5 / W 8', 'LTITEM8129:M 7 / W 8.5', 'LTITEM8131:M 7.5 / W 9', 'LTITEM8132:M 8 / W 9.5', 'LTITEM8133:M 8.5 / W 10', 'LTITEM8134:M 9 / W 10.5', 'LTITEM8135:M 9.5 / W 11', 'LTITEM8138:M 10 / W 11.5', 'LTITEM8139:M 10.5 / W 12', 'LTITEM8140:M 11 / W 12.5', 'LTITEM8142:M 11.5 / W 13', 'LTITEM8143:M 12 / W 13.5', 'LTITEM8144:M 12.5 / W 14', 'LTITEM8146:M 13 / W 14.5', 'LTITEM8147:M 14 / W 15.5', 'LTITEM8148:M 15 / W 16.5']",['Multi-Color/Multi-Color/Multi-Color'],['Shown: Multi-Color/Multi-Color/Multi-Color'],['Style: FN0569-900'],[],[],[],[],[]
39,[],[],[],[],[],[],[],[],[]
40,"['28764656:6.5', '28764660:8', '28764661:8.5', '28764662:9', '28764651:9.5', '28764666:10']",[],['Shown: Photon Dust/Black/Game Royal/Photon Dust'],['Style: DV0790-001'],['Reviews (4)'],['5'],['50% between Runs Small and True to Size'],['75% between Uncomfortable and Average'],['Yes (2)']
41,"['27779793:7', '27779794:7.5', '27779791:8', '27779787:8.5', '27779780:9', '27779784:9.5', '27779792:10', '27779789:10.5', '27779795:11', '27779786:11.5', '27779790:12', '27779796:13', '27779788:14', '27779783:15']",[],['Shown: Obsidian/Matte Olive/Citron Tint/Siren Red'],['Style: DC8793-401'],['Reviews (178)'],['4.7'],['48% between Runs Small and True to Size'],['88% between Uncomfortable and Average'],['Yes (2)No (1)']
42,['30425309:15'],[],['Shown: Black/Tour Yellow/University Red/White'],['Style: FV5914-010'],['Reviews (1)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (1)']
43,"['28595683:4.5', '28595668:5', '28595670:5.5', '28595671:6', '28595677:6.5', '28595672:7', '28595678:7.5', '28595664:8', '28595682:8.5', '28595673:9', '28595665:9.5', '28595681:10', '28595685:10.5', '28595679:11', '28595674:11.5', '28595667:12', '28595666:12.5', '28595676:13', '28595675:14']","['Sail/Hyper Pink/Laser Blue/White', 'White/Pure Platinum/Wolf Grey/White', 'Black/Light Smoke Grey/Dark Smoke Grey/Black']",['Shown: Black/Light Smoke Grey/Dark Smoke Grey/Black'],['Style: CW4440-011'],['Reviews (37)'],['4.4'],['0% between Runs Small and True to Size'],['50% between Uncomfortable and Average'],[]
44,['27542086:18'],[],['Shown: Fossil/White/Metallic Gold/Midnight Navy'],['Style: DA3130-241'],['Reviews (236)'],['4.7'],['42% between Runs Small and True to Size'],['82% between Uncomfortable and Average'],[]
45,"['28867984:6', '28867993:7', '28867992:8', '28867991:9', '28867990:10', '28867989:11', '28867988:12', '28867987:13', '28867986:14', '28867985:15']",[],['Shown: Black/Apple Green/Yellow Strike'],['Style: DD0538-002'],['Reviews (1)'],['5'],[],[],[]
46,['27487788:12.5'],"['Habanero Red/Total Orange/Laser Blue/Black', 'Black/Anthracite/Wolf Grey/Pure Platinum']",['Shown: Habanero Red/Total Orange/Laser Blue/Black'],['Style: DH0649-600'],['Reviews (53)'],['4.2'],['56% between Runs Small and True to Size'],['90% between Uncomfortable and Average'],['No (1)']
47,"['27782743:4', '27782731:4.5', '27782733:5']","['Football Grey/Light Marine/Rush Orange/Blackened Blue', 'Barely Volt/Summit White/Volt', 'White/Baltic Blue/Pink Blast/Black', 'Black/Summit White/Light Photo Blue/Dark Smoke Grey']",['Shown: Football Grey/Light Marine/Rush Orange/Blackened Blue'],['Style: CZ8482-054'],['Reviews (85)'],['4.5'],['48% between Runs Small and True to Size'],['87% between Uncomfortable and Average'],['Yes (4)No (1)']
48,['25643462:14'],"['Black/Anthracite/Cool Grey/White', 'Iron Grey/Black/Infrared 23/White', 'White/Black']",['Shown: White/Black'],['Style: CU9978-101'],['Reviews (149)'],['4.5'],['42% between Runs Small and True to Size'],['79% between Uncomfortable and Average'],['Yes (7)No (2)']
49,[],[],[],[],[],[],[],[],[]
50,"['29813151:8', '29813155:8.5', '29813148:9', '29813153:9.5', '29813163:10', '29813150:10.5', '29813147:11', '29813159:11.5', '29813156:12', '29813149:13']","['Light Dew/Fuchsia Dream/Black', 'White/Bright Crimson/Black', 'Black/Hyper Royal/Chrome']",['Shown: Light Dew/Fuchsia Dream/Black'],['Style: DV4341-300'],['Reviews (3)'],['4.7'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (1)']
51,"['29683633:3.5', '29683630:4', '29683631:4.5', '29683632:5', '29683634:5.5', '29683017:6', '29683013:7', '29683009:8', '29683012:8.5', '29683011:9', '29683007:9.5', '29683010:10', '29683005:10.5', '29683008:11', '29683001:11.5', '29683015:12', '29683018:12.5', '29683004:13', '29683019:15']",[],['Shown: White/Black/Team Crimson'],['Style: DZ5991-100'],['Reviews (0)'],['0'],[],[],[]
52,"['30154535:8', '30154540:8.5', '30154544:9', '30154542:9.5', '30154528:10', '30154530:10.5', '30154529:11', '30154531:11.5', '30154537:12', '30154539:13', '30154541:14']",[],['Shown: White/Game Royal/Midnight Navy/Football Grey'],['Style: FQ8825-100'],['Reviews (3)'],['5'],['50% between Runs Small and True to Size'],['50% between Uncomfortable and Average'],['Yes (1)']
53,[],[],['Shown: Blue Jay/Yellow Ochre/White/Sail'],['Style: DR9513-400'],['Reviews (9)'],['4.7'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],[]
54,"['29629870:6', '29629871:6.5', '29523785:7', '29523792:7.5', '29523791:8', '29523777:8.5', '29523787:9', '29523778:9.5', '29523781:10', '29523786:10.5', '29523780:11', '29523790:11.5', '29523779:12', '29523784:13']",[],['Shown: White/Black/University Red/White'],['Style: DJ4888-100'],['Reviews (1)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (1)']
55,"['29965634:1.5', '29965636:2', '29965633:2.5', '29965635:3', '29948926:3.5', '29763683:4', '29763685:4.5', '29763682:5', '29763689:5.5', '29763692:6', '29763687:6.5', '29763691:7', '29763680:7.5', '29763694:8', '29763679:8.5', '29763693:9', '29763684:9.5', '29763686:10', '29763677:10.5', '29763690:11', '29763676:11.5', '29763688:12', '29763678:12.5', '29763681:13']","['White/White/Black', 'White/White/Metallic Vivid Gold']",['Shown: White/White/Black'],['Style: FD0089-101'],['Reviews (0)'],['0'],[],[],[]
56,['28836705:3.5'],[],['Shown: Ocean Bliss/Black/Ocean Bliss'],['Style: DQ6453-400'],['Reviews (5)'],['4.4'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],['Yes (3)']
57,"['LTITEM8127:6', 'LTITEM8128:6.5', 'LTITEM8129:7', 'LTITEM8131:7.5', 'LTITEM8132:8', 'LTITEM8133:8.5', 'LTITEM8134:9', 'LTITEM8135:9.5', 'LTITEM8138:10', 'LTITEM8139:10.5', 'LTITEM8140:11', 'LTITEM8142:11.5', 'LTITEM8143:12', 'LTITEM8144:12.5', 'LTITEM8146:13', 'LTITEM8147:14', 'LTITEM8148:15']",['Multi-Color/Multi-Color/Multi-Color'],['Shown: Multi-Color/Multi-Color/Multi-Color'],['Style: FN6743-900'],[],[],[],[],[]
58,"['25849470:3.5', '25849471:4', '25849454:7', '25849456:8', '25849457:8.5']",[],['Shown: Black/Dark Grey/Black'],['Style: CT2904-002'],['Reviews (38)'],['4.2'],['33% between Runs Small and True to Size'],['82% between Uncomfortable and Average'],['Yes (9)No (4)']
59,"['27529914:5', '27512885:6', '27512886:6.5', '27512887:7', '27512888:7.5', '27512889:8', '27512890:8.5', '27512891:9', '27512892:9.5', '27512876:10', '27512877:10.5', '27512878:11', '27512879:11.5', '27512880:12', '27512882:13', '27512883:14']",[],['Shown: Rush Orange/Dark Smoke Grey/Pure Platinum/Dutch Blue'],['Style: DJ6080-800'],['Reviews (22)'],['4.1'],['46% between Runs Small and True to Size'],['93% between Uncomfortable and Average'],[]
60,"['28867869:6', '28867865:7', '28867864:8', '28867866:9', '28867871:10', '28867870:11', '28867873:12', '28867872:13', '28867868:14', '28867867:15']",[],['Shown: Black/Team Crimson/White'],['Style: DD0506-002'],['Reviews (9)'],['4.4'],['40% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],[]
61,[],[],[],[],[],[],[],[],[]
62,"['29152889:4', '29152892:5', '29152882:5.5', '29152899:6', '29152884:6.5', '29152900:7', '29152893:7.5', '29152897:8', '29152895:8.5', '29152898:9', '29152890:9.5', '29152888:10', '29152880:10.5', '29152883:11']",['White/Black/Soft Grey/Slate Blue'],['Shown: White/Black/Soft Grey/Slate Blue'],['Style: FJ0698-100'],['Reviews (6)'],['4.8'],['50% between Runs Small and True to Size'],['92% between Uncomfortable and Average'],['Yes (4)']
63,"['29479605:4', '29479610:4.5', '29479716:5', '29479718:5.5', '29479721:6', '29479604:6.5', '29479715:7', '29479611:7.5', '29479717:8', '29479713:8.5', '29479608:9', '29479714:9.5', '29479720:10', '29479719:10.5', '29479609:11', '29479603:11.5', '29479606:12', '29479607:12.5', '29479612:13']",[],['Shown: Bright Crimson/White/University Red/Black'],['Style: DH9638-600'],['Reviews (17)'],['3'],['50% between Runs Small and True to Size'],['40% between Uncomfortable and Average'],[]
64,"['28944222:3.5', '28944224:4']",[],['Shown: Medium Brown/Mushroom/Muslin/Mint Foam'],['Style: FD5088-200'],['Reviews (10)'],['4.9'],['43% between Runs Small and True to Size'],['65% between Uncomfortable and Average'],[]
65,"['29830657:6', '29830661:6.5', '29830656:7', '29830660:7.5', '29830671:8', '29830658:8.5', '29830667:9', '29830666:9.5', '29830664:10', '29830665:10.5', '29830668:11', '29830672:11.5', '29830670:12', '29830662:12.5', '29830669:13', '29830663:14']","['Pale Ivory/Sail/Jade Ice/Bright Mandarin', 'Light Armory Blue/Platinum Tint/Star Blue/Green Strike', 'Black/Anthracite/White/Black', 'University Red/Midnight Navy/Blue Joy/Rugged Orange']",['Shown: University Red/Midnight Navy/Blue Joy/Rugged Orange'],['Style: DV1237-601'],['Reviews (227)'],['4.5'],['46% between Runs Small and True to Size'],['91% between Uncomfortable and Average'],['Yes (23)']
66,['27160558:10.5'],[],['Shown: Bronze Eclipse/Redstone/Total Orange/Black'],['Style: DC3727-200'],['Reviews (52)'],['4.6'],['57% between Runs Small and True to Size'],['88% between Uncomfortable and Average'],['Yes (1)No (1)']
67,"['29814393:4', '29814398:4.5', '29814387:5.5', '29814391:6', '29814389:6.5', '29814392:7', '29814384:7.5', '29814382:8', '29814386:8.5', '29814383:9', '29814394:9.5', '29814399:10', '29814396:10.5', '29814388:11', '29814397:11.5', '29814390:12', '29814400:12.5', '29814385:13']","['Light Crimson/Bright Mandarin/Black/Pale Ivory', 'Bright Crimson/Black/Black/White']",['Shown: Light Crimson/Bright Mandarin/Black/Pale Ivory'],['Style: FD1160-600'],['Reviews (0)'],['0'],[],[],[]
68,"['29682581:3.5', '29682580:5', '29682582:5.5', '29682131:6', '29682132:6.5', '29682117:7', '29682121:7.5', '29682129:8', '29682126:8.5', '29682114:9', '29682123:9.5', '29682130:10', '29682119:10.5', '29682122:11', '29682115:11.5', '29682116:12', '29682113:12.5', '29682120:13', '29682118:14', '29682128:15']",[],['Shown: White/University Red/College Navy'],['Style: DZ5945-100'],['Reviews (0)'],['0'],[],[],[]
69,"['LTITEM8150:M 3.5 / W 5', 'LTITEM8151:M 4 / W 5.5', 'LTITEM8152:M 4.5 / W 6', 'LTITEM8125:M 5 / W 6.5', 'LTITEM8126:M 5.5 / W 7', 'LTITEM8127:M 6 / W 7.5', 'LTITEM8128:M 6.5 / W 8', 'LTITEM8129:M 7 / W 8.5', 'LTITEM8131:M 7.5 / W 9', 'LTITEM8132:M 8 / W 9.5', 'LTITEM8133:M 8.5 / W 10', 'LTITEM8134:M 9 / W 10.5', 'LTITEM8135:M 9.5 / W 11', 'LTITEM8138:M 10 / W 11.5', 'LTITEM8139:M 10.5 / W 12', 'LTITEM8140:M 11 / W 12.5', 'LTITEM8142:M 11.5 / W 13', 'LTITEM8143:M 12 / W 13.5', 'LTITEM8144:M 12.5 / W 14', 'LTITEM8146:M 13 / W 14.5', 'LTITEM18180:M 13.5 / W 15', 'LTITEM8147:M 14 / W 15.5', 'LTITEM8148:M 15 / W 16.5', 'LTITEM17016:M 16 / W 17.5', 'LTITEM17017:M 17 / W 18.5', 'LTITEM17018:M 18 / W 19.5']",['Multi-Color/Multi-Color'],['Shown: Multi-Color/Multi-Color'],['Style: HF0004-900'],[],[],[],[],[]
70,"['25750705:7.5', '25750699:8', '25750712:8.5', '25750696:9', '25750714:9.5', '25750707:10', '25750700:10.5', '25750708:11', '25750701:11.5', '25750704:12', '25750706:13', '25750713:14', '25750715:15']",['White/University Red/Pine Green/White'],['Shown: White/University Red/Pine Green/White'],['Style: CU6312-100'],['Reviews (2)'],['5'],['50% between Runs Small and True to Size'],['100% between Uncomfortable and Average'],[]
71,"['29670988:7.5', '29670982:8', '29670990:8.5', '29670983:9', '29670986:9.5', '29670978:10', '29670980:10.5', '29670975:11', '29670981:11.5', '29670977:12', '29670989:13']",[],['Shown: Black/White/Metallic Gold'],['Style: FN6835-010'],['Reviews (3)'],['3.7'],['50% between Runs Small and True to Size'],['67% between Uncomfortable and Average'],['Yes (2)No (1)']
72,"['LTITEM8150:M 3.5 / W 5', 'LTITEM8151:M 4 / W 5.5', 'LTITEM8152:M 4.5 / W 6', 'LTITEM8125:M 5 / W 6.5', 'LTITEM8126:M 5.5 / W 7', 'LTITEM8127:M 6 / W 7.5', 'LTITEM8128:M 6.5 / W 8', 'LTITEM8129:M 7 / W 8.5', 'LTITEM8131:M 7.5 / W 9', 'LTITEM8132:M 8 / W 9.5', 'LTITEM8133:M 8.5 / W 10', 'LTITEM8134:M 9 / W 10.5', 'LTITEM8135:M 9.5 / W 11', 'LTITEM8138:M 10 / W 11.5', 'LTITEM8139:M 10.5 / W 12', 'LTITEM8140:M 11 / W 12.5', 'LTITEM8142:M 11.5 / W 13', 'LTITEM8143:M 12 / W 13.5', 'LTITEM8144:M 12.5 / W 14', 'LTITEM8146:M 13 / W 14.5', 'LTITEM18180:M 13.5 / W 15', 'LTITEM8147:M 14 / W 15.5', 'LTITEM8148:M 15 / W 16.5', 'LTITEM17016:M 16 / W 17.5', 'LTITEM17017:M 17 / W 18.5', 'LTITEM17018:M 18 / W 19.5']",['Multi-Color/Multi-Color'],['Shown: Multi-Color/Multi-Color'],['Style: FB2390-900'],[],[],[],[],[]
